Case_ID,Soil_pH,Temperature_C,Humidity_%,Rainfall_mm,Soil_Texture,Pollution_Severity,Pollutant_Concentration_mg in kg,"Pollutant Concentration, Text-type"
CASE_101140,5.17,14.2,26.4,363.8,Loamy,Low,183.38,High
CASE_101141,6.3,31,25.4,90.7,Silty,Low,86.18,Medium
CASE_101142,7.63,10.7,44.5,251.2,Clay,Medium,182.14,High
CASE_101143,7.04,12.5,88.2,383.1,Clay,Low,182.37,High
CASE_101144,5.71,23.7,33.5,231.2,Loamy,High,108.81,High
CASE_101145,4.83,31.7,45.5,342.4,Loamy,Medium,103.1,High
CASE_101146,5.26,36.9,39.9,306.9,Clay,Medium,42.6,Low
CASE_101147,6.36,43,89.9,82.7,Silty,Low,67.73,Medium
CASE_101148,6.54,26.1,87.6,372,Clay,High,34.13,Low
CASE_101149,8.08,38.2,20.3,128,Silty,High,100.89,High
CASE_101150,5.3,11.3,68.3,105,Sandy,Medium,49.79,Low
CASE_101151,7.71,39.8,56.2,166.4,Loamy,High,50.04,Medium
CASE_101152,5.36,20.2,33,151.7,Sandy,High,44.11,Low
CASE_101153,6.15,42.7,23.6,84.1,Clay,Medium,124.99,High
CASE_101154,4.66,24.1,68.7,279.2,Loamy,High,125.03,High
CASE_101155,4.87,24.9,29.7,379,Sandy,High,67.51,Medium
CASE_101156,7.57,27.4,43.3,324.8,Sandy,Medium,66.87,Medium
CASE_101157,4.69,29.8,77.2,54.6,Silty,High,136.24,High
CASE_101158,4.58,36.3,55.5,178.7,Loamy,Medium,177.09,High
CASE_101159,5.94,28.9,70.8,281.1,Silty,Medium,164.78,High
CASE_101160,6.1,43.4,68.2,119.3,Clay,Medium,108.61,High
CASE_101161,5.95,33.1,55.3,79.6,Loamy,Low,169.3,High
CASE_101162,6.15,29.1,52.7,299.5,Loamy,Low,16.83,Low
CASE_101163,4.66,16.8,60.2,373.9,Clay,Medium,155.39,High
CASE_101164,5.71,25,55.3,62.9,Clay,Medium,169.29,High
CASE_101165,5.46,18.4,26.3,371.4,Clay,Low,189.65,High
CASE_101166,8.15,22.1,66.6,15.5,Loamy,High,135.07,High
CASE_101167,7.57,22.3,48.3,213.4,Loamy,Medium,167.09,High
CASE_101168,5.33,18.8,80.4,111.9,Sandy,Low,52.04,Medium
CASE_101169,7.96,18.4,25.9,142.6,Loamy,High,103.33,High
CASE_101170,7.77,43.6,79.4,241.5,Clay,High,112.38,High
CASE_101171,8.44,23.4,31.4,266.7,Loamy,High,12.81,Low
CASE_101172,6.85,25.6,82.7,106,Clay,High,119.23,High
CASE_101173,7.15,37.4,49.6,258.4,Clay,Low,109.85,High
CASE_101174,6.03,35.5,21.5,82.1,Sandy,Medium,186.87,High
CASE_101175,6.61,42.5,56.3,196.2,Loamy,Medium,176.26,High
CASE_101176,5.49,41.5,88.3,377.3,Clay,High,161.52,High
CASE_101177,7.61,14.6,65.1,13.7,Clay,Low,137.03,High
CASE_101178,5.23,22.8,52.4,249.3,Sandy,Medium,35.19,Low
CASE_101179,5.23,30.1,67.8,222.7,Silty,Low,103.22,High
CASE_101180,7.56,25.1,56.3,259.2,Silty,High,70.44,Medium
CASE_101181,6.97,20.8,26.4,36.4,Clay,Low,132.53,High
CASE_101182,5.01,22.5,64.4,334.2,Sandy,High,139.41,High
CASE_101183,8.06,10.3,35.1,383.6,Sandy,High,51.14,Medium
CASE_101184,4.77,11,38.4,352.6,Loamy,Low,56.03,Medium
CASE_101185,8.17,24.3,34.3,206.8,Clay,Low,145.47,High
CASE_101186,4.76,34.2,62.9,363,Sandy,High,161.85,High
CASE_101187,8.02,24.4,56.1,28.2,Sandy,High,109.14,High
CASE_101188,8.28,19.9,54.6,268.5,Clay,Medium,68.28,Medium
CASE_101189,7.45,40.3,67,267.6,Clay,Low,99.86,Medium
CASE_101190,5.03,37.1,39.9,373.4,Silty,High,189.43,High
CASE_101191,5.38,25.5,66.3,308,Clay,Low,151.99,High
CASE_101192,8.06,19.5,81.7,207.3,Loamy,Low,192.66,High
CASE_101193,6.82,35.5,50.8,251.7,Silty,Low,66.31,Medium
CASE_101194,4.71,40.1,54.4,105,Clay,Medium,143.67,High
CASE_101195,8.05,23.2,76.2,38.7,Silty,Low,99.19,Medium
CASE_101196,7.58,17.4,57.6,93.4,Loamy,Medium,198.38,High
CASE_101197,7.58,18,89.2,237,Loamy,High,157.12,High
CASE_101198,6.92,29.6,56.5,202,Silty,Medium,102.88,High
CASE_101199,6.67,14.6,77.5,373,Clay,Low,163.48,High
CASE_101200,5.04,28.1,28.4,373.6,Clay,Low,76.96,Medium
CASE_101201,6.13,23.4,79.6,182.5,Sandy,Low,54.29,Medium
CASE_101202,6.54,15.2,65.9,226.3,Sandy,Medium,57.11,Medium
CASE_101203,8.15,43.1,38.4,52.6,Sandy,Medium,187.85,High
CASE_101204,8.39,40.1,28.3,379,Silty,High,179.54,High
CASE_101205,6.27,11.6,60.8,135.4,Silty,Medium,6.82,Low
CASE_101206,7.98,33.2,52.6,327.8,Loamy,Medium,124.57,High
CASE_101207,6.63,20,23.5,267.4,Loamy,Medium,28.35,Low
CASE_101208,7.75,39.9,88.6,106.1,Clay,Low,36.77,Low
CASE_101209,6.71,11.8,23.3,288.1,Clay,Low,67.53,Medium
CASE_101210,5.26,33.4,20,322.4,Loamy,Low,54.98,Medium
CASE_101211,6.04,27,46.6,128.3,Clay,Medium,42.34,Low
CASE_101212,4.59,25.1,85.6,120.6,Silty,High,130.11,High
CASE_101213,6.92,30,24,56.2,Loamy,Low,152.89,High
CASE_101214,6.52,29.1,41.3,379.4,Silty,High,45.53,Low
CASE_101215,4.81,13.7,57,64.3,Silty,Low,145.86,High
CASE_101216,6.45,22.7,68,51.6,Clay,Low,35.91,Low
CASE_101217,8.05,11.4,88.5,333.2,Loamy,Low,58.57,Medium
CASE_101218,4.62,43.8,59.5,121.3,Silty,Low,158.91,High
CASE_101219,8.46,11.4,69.1,177.1,Sandy,High,17.95,Low
CASE_101220,6.63,26.9,72.7,27.2,Loamy,Medium,52.97,Medium
CASE_101221,7.45,16.6,63,86.1,Sandy,High,46.84,Low
CASE_101222,6.57,22.3,37.6,19.9,Loamy,High,188.73,High
CASE_101223,6.63,43,49.7,277.5,Clay,Low,132.58,High
CASE_101224,5.57,25.9,55.3,282.7,Loamy,Medium,104.95,High
CASE_101225,4.67,27.4,60.8,67.4,Clay,High,69.22,Medium
CASE_101226,8.28,16.9,85.7,281.8,Loamy,High,197.06,High
CASE_101227,7.9,26.8,48,197.3,Silty,Low,110.42,High
CASE_101228,8.1,33.6,67.5,39.8,Sandy,High,41.87,Low
CASE_101229,4.81,28.5,50.2,235.5,Sandy,High,28.59,Low
CASE_101230,5.2,44.5,62.1,275,Clay,Low,89.04,Medium
CASE_101231,8.4,20,51.8,259.9,Clay,High,23.47,Low
CASE_101232,6.65,19.7,24.6,65,Clay,Low,163,High
CASE_101233,5.5,12.3,71.8,229,Sandy,Low,138.77,High
CASE_101234,5.37,33.4,92.8,70.3,Sandy,High,75.9,Medium
CASE_101235,6.29,18.9,81.9,194.1,Loamy,Low,87.72,Medium
CASE_101236,5.23,13,73.6,78.5,Silty,High,64.43,Medium
CASE_101237,6.16,26.4,47.6,40.2,Sandy,Low,81.12,Medium
CASE_101238,7.16,20,54.5,77.4,Clay,Low,134.43,High
CASE_101239,8.09,17.4,37.1,111.8,Silty,High,9.49,Low
CASE_101240,4.8,14.7,68.4,135.9,Loamy,High,129.66,High
CASE_101241,5.52,32.8,28.7,214.6,Clay,Low,113.7,High
CASE_101242,6.92,40.5,94.9,243.1,Loamy,Low,57.24,Medium
CASE_101243,5.53,26.8,47.5,365.5,Sandy,High,48.92,Low
CASE_101244,6.03,39.3,68.8,245.7,Clay,Low,77.82,Medium
CASE_101245,4.65,40.5,58.5,159.3,Silty,Low,164.49,High
CASE_101246,4.55,40.5,53.5,137.2,Loamy,Low,135.15,High
CASE_101247,6.49,24.1,70.9,168.4,Clay,Medium,90.7,Medium
CASE_101248,7.73,13.8,49.8,134.7,Loamy,Low,121.86,High
CASE_101249,4.81,12.5,83.8,85.1,Sandy,Low,172.92,High
CASE_101250,7.83,14.4,29.7,222.7,Clay,High,110.86,High
CASE_101251,5.81,31.2,89.8,334.8,Sandy,Low,85.92,Medium
CASE_101252,4.95,31.3,81.5,114.1,Sandy,Low,9.4,Low
CASE_101253,4.73,22.9,57.9,224.1,Clay,High,158.46,High
CASE_101254,6.95,30.5,61.1,256.2,Sandy,Medium,74.19,Medium
CASE_101255,4.98,17.9,57.5,336.2,Silty,Medium,21.51,Low
CASE_101256,5.9,24.2,49.5,76.7,Clay,Low,158.86,High
CASE_101257,8.46,15.8,23.5,311.8,Silty,Low,120.23,High
CASE_101258,7.32,43.1,50.7,264.8,Loamy,Low,166.78,High
CASE_101259,6.3,16.6,58.1,211.4,Sandy,High,127.96,High
CASE_101260,7.16,14,74,200.1,Loamy,Medium,148.43,High
CASE_101261,4.72,38.7,22.8,146.9,Loamy,High,184.37,High
CASE_101262,7.49,10.3,32.6,232.3,Silty,High,33.88,Low
CASE_101263,7.32,33.5,49.6,0.5,Sandy,High,183.75,High
CASE_101264,7.2,24.6,74.8,208.7,Silty,Medium,109.24,High
CASE_101265,7.86,35.4,87.1,47,Loamy,High,42.44,Low
CASE_101266,4.55,44.9,41.1,267.2,Sandy,Medium,45.83,Low
CASE_101267,8.12,21.2,70.3,75.2,Loamy,Medium,118.14,High
CASE_101268,5.34,21,33.4,360.8,Silty,Low,70.61,Medium
CASE_101269,6.29,21.2,75.8,388.5,Sandy,High,52.83,Medium
CASE_101270,6.76,15.5,71.8,205.4,Clay,Medium,172.9,High
CASE_101271,6.26,41.5,76.3,195.4,Clay,Low,178.49,High
CASE_101272,8.43,33.4,23.3,130.6,Silty,High,68.49,Medium
CASE_101273,4.6,25.8,45,175.3,Silty,High,15.98,Low
CASE_101274,7.26,28,35,127.8,Loamy,Low,37.12,Low
CASE_101275,5.09,12.6,80.9,301,Sandy,Low,19.08,Low
CASE_101276,7.18,26.7,68.2,15.3,Sandy,Low,144.68,High
CASE_101277,6.5,22.5,40.8,257.1,Loamy,Medium,156.69,High
CASE_101278,5.87,36.9,62.1,353.1,Loamy,Low,174.84,High
CASE_101279,6.81,36.2,92.4,29.4,Sandy,Low,105.94,High
CASE_101280,6.62,31.5,56.2,37.5,Loamy,High,187.82,High
CASE_101281,5.75,20.7,82.8,28.9,Silty,Medium,150.71,High
CASE_101282,6.87,42.8,70.9,165.8,Clay,Medium,55.05,Medium
CASE_101283,5.61,44.9,76.3,257.9,Clay,High,72.08,Medium
CASE_101284,4.62,29.4,77.2,215,Loamy,Low,14.59,Low
CASE_101285,5.97,18.3,53.5,29,Sandy,Medium,11.52,Low
CASE_101286,8.19,24.9,93.9,221.6,Loamy,High,48.53,Low
CASE_101287,7.49,41.6,30.5,38.5,Loamy,Low,6.04,Low
CASE_101288,6.67,28.5,30.6,0.3,Loamy,High,187.07,High
CASE_101289,7.04,42,35.6,266.1,Sandy,Low,22.08,Low
CASE_101290,5.16,35.8,42.6,185.4,Silty,High,122.73,High
CASE_101291,7.47,20.6,69.7,63.3,Sandy,Low,38.4,Low
CASE_101292,6.2,18.7,76.1,104.8,Silty,Medium,30,Low
CASE_101293,5.29,31.5,26.6,156.6,Sandy,High,178.9,High
CASE_101294,7,19.9,48.4,41.2,Silty,Medium,133.59,High
CASE_101295,7.34,18.7,44.3,133.7,Loamy,Medium,103.26,High
CASE_101296,7.71,41.4,58.9,182.2,Silty,Medium,71.5,Medium
CASE_101297,4.55,43.1,56.7,136.8,Loamy,Low,176.44,High
CASE_101298,6.83,29.2,36.4,171.6,Loamy,Medium,9.76,Low
CASE_101299,4.5,42.8,32.3,93.4,Sandy,Medium,146.79,High
CASE_101300,4.99,44.5,43.6,46.1,Silty,High,12.37,Low
CASE_101301,7.92,19,21.6,89.2,Loamy,Medium,145.29,High
CASE_101302,6.23,18,58.7,101.4,Silty,High,25.16,Low
CASE_101303,6.77,22.4,48.6,164.7,Sandy,Low,181.66,High
CASE_101304,7.93,43,45.2,224.3,Sandy,High,93.07,Medium
CASE_101305,6.15,17.2,85.7,63.3,Clay,Low,44.09,Low
CASE_101306,7.27,23.4,85.2,227.3,Silty,High,123.11,High
CASE_101307,6.36,38.7,66.1,332.9,Sandy,High,18.11,Low
CASE_101308,4.55,20.6,72.3,316.1,Sandy,High,28.1,Low
CASE_101309,6.18,24.4,37.4,54.5,Loamy,Medium,101.65,High
CASE_101310,5.29,10.3,67,126.6,Loamy,Medium,15.79,Low
CASE_101311,5.88,22.5,20.6,335.7,Clay,Medium,42.77,Low
CASE_101312,8.07,28.7,60.8,261.5,Sandy,High,188.34,High
CASE_101313,4.68,11.9,54.3,219.8,Clay,Medium,131.21,High
CASE_101314,7.79,17.4,49.6,126.6,Loamy,Low,25.41,Low
CASE_101315,6.51,38.1,53.1,196.2,Sandy,Medium,34.35,Low
CASE_101316,6.46,19,86.4,230.8,Sandy,Low,142.68,High
CASE_101317,7.71,11.5,94.4,52.1,Clay,Low,57.48,Medium
CASE_101318,6.47,40.8,51,215,Loamy,High,81.98,Medium
CASE_101319,5.48,33.8,29.1,45.5,Silty,Medium,5.46,Low
CASE_101320,7.35,16.2,26,376.2,Sandy,High,131.33,High
CASE_101321,7.95,37,32.7,328.7,Loamy,Medium,171.4,High
CASE_101322,5.85,19.2,29.1,203.9,Clay,Medium,121.36,High
CASE_101323,6.4,22.7,68.1,360.5,Silty,Low,75.07,Medium
CASE_101324,5.06,31.9,74.7,372.8,Silty,Low,79.37,Medium
CASE_101325,4.75,31.1,24.3,357.5,Loamy,Low,190.29,High
CASE_101326,7.83,15.3,22.9,351.6,Clay,Medium,135.52,High
CASE_101327,6.37,30.9,22.3,110,Clay,High,30.15,Low
CASE_101328,8.08,44.4,67.8,64.7,Clay,Low,86.97,Medium
CASE_101329,5.11,42.3,76.8,292.7,Clay,High,105.67,High
CASE_101330,5.34,34.1,36.5,175.5,Loamy,Low,44.07,Low
CASE_101331,6.31,37.7,82.9,261.9,Clay,High,157.87,High
CASE_101332,5.76,14.1,40.5,83.8,Sandy,Medium,58.43,Medium
CASE_101333,4.92,35.2,71.5,38.3,Loamy,Medium,182.15,High
CASE_101334,5.95,36.5,39.3,277.4,Loamy,High,115.85,High
CASE_101335,6.29,32.3,36.6,270.8,Sandy,Low,168.68,High
CASE_101336,6.97,26,87.1,199.1,Sandy,Low,97.28,Medium
CASE_101337,6.14,18.1,50.5,330.5,Sandy,High,161.26,High
CASE_101338,7.72,22.4,68.2,98.3,Sandy,Low,107.27,High
CASE_101339,4.9,19.5,84.1,138.6,Sandy,Medium,159.9,High
CASE_101340,5.57,11.4,72.9,180.4,Loamy,High,196.05,High
CASE_101341,4.62,40.5,30.4,50.9,Sandy,Medium,142.97,High
CASE_101342,7.27,38,49.8,134.5,Sandy,Medium,192.25,High
CASE_101343,6.71,32.1,39.3,379.5,Sandy,High,98.73,Medium
CASE_101344,4.56,26.8,45,179.6,Loamy,Medium,193.3,High
CASE_101345,6.16,35.6,71.4,333.3,Silty,Medium,89.94,Medium
CASE_101346,6.84,22.9,56.5,125.5,Loamy,Low,123.86,High
CASE_101347,4.92,33.9,69.6,380.2,Loamy,Low,46.69,Low
CASE_101348,8.04,40.2,53.2,234.3,Clay,High,15.15,Low
CASE_101349,8.12,12.9,34.3,176.3,Clay,High,108.8,High
CASE_101350,8.45,23.6,23.6,320.5,Sandy,Medium,164.16,High
CASE_101351,6.48,36,77.8,199.8,Sandy,Medium,43.72,Low
CASE_101352,7.15,24.3,41,292.4,Clay,Low,194.88,High
CASE_101353,6.62,20.1,67.2,47.2,Clay,High,38.48,Low
CASE_101354,4.5,14.4,90,346.9,Clay,Low,60.24,Medium
CASE_101355,6.93,44,48,272.6,Silty,Low,156.78,High
CASE_101356,8.36,28.9,41.6,48.1,Sandy,Medium,82.27,Medium
CASE_101357,6,43.3,21.7,121.5,Sandy,Medium,130.75,High
CASE_101358,5.51,28.7,81.8,41.3,Loamy,Medium,67.58,Medium
CASE_101359,5.23,34.9,48.9,160.9,Sandy,High,160.04,High
CASE_101360,5.01,24.7,56.1,150.5,Sandy,Medium,192.74,High
CASE_101361,7.24,25.3,34.6,326.4,Clay,Low,15.19,Low
CASE_101362,5.69,32.3,41.6,94.4,Clay,Medium,99.85,Medium
CASE_101363,4.88,10.2,31.5,27.6,Clay,High,12.86,Low
CASE_101364,5.1,18.4,90.2,208.1,Sandy,High,61.32,Medium
CASE_101365,6.08,21.7,35.5,151.1,Sandy,Medium,175.31,High
CASE_101366,5.66,30.2,24.9,76.5,Loamy,Medium,137.07,High
CASE_101367,6.01,33.2,39.1,50.8,Clay,High,187.71,High
CASE_101368,5.13,16.1,77.1,6.3,Silty,High,64.56,Medium
CASE_101369,6.53,29.7,43.5,118,Loamy,High,78.99,Medium
CASE_101370,5.27,13.4,87.3,140,Silty,Low,174.9,High
CASE_101371,5,30.6,59.4,81.2,Clay,Medium,75.11,Medium
CASE_101372,6.86,13.4,61.1,281.1,Silty,Low,160.4,High
CASE_101373,5.11,34.9,70.8,9.8,Silty,Medium,127.68,High
CASE_101374,7.18,17.6,64.3,365.3,Silty,Low,69.93,Medium
CASE_101375,8.41,10.4,66.7,165.1,Clay,Medium,184.68,High
CASE_101376,8.42,31.5,79.5,34.2,Sandy,Low,54.1,Medium
CASE_101377,4.59,38.6,21,262.8,Silty,Medium,152.89,High
CASE_101378,7.28,22,28.1,27.9,Loamy,High,124.24,High
CASE_101379,7.47,27.8,51.7,159.2,Silty,Low,106.53,High
CASE_101380,8.4,40.6,44.7,235.1,Clay,Medium,70.43,Medium
CASE_101381,4.57,12.6,58.3,387.8,Sandy,Medium,91.05,Medium
CASE_101382,5.26,37,83.1,247.1,Silty,Low,18.83,Low
CASE_101383,7.81,37.6,39.4,283.5,Loamy,Low,10.53,Low
CASE_101384,5.3,16.3,45.3,167.4,Silty,High,12.86,Low
CASE_101385,5.58,11,65.4,158.3,Clay,Medium,97.97,Medium
CASE_101386,7.49,40,57.1,52.4,Loamy,Low,174.05,High
CASE_101387,6.26,12.3,81.9,50.4,Clay,Medium,45.18,Low
CASE_101388,6.36,36.1,66.5,321.2,Sandy,Low,173.52,High
CASE_101389,6.35,42.9,56.5,185,Silty,Medium,158.23,High
CASE_101390,6.72,16.3,55.1,387.2,Sandy,High,165.21,High
CASE_101391,4.63,26.4,68.5,332,Loamy,Medium,163.18,High
CASE_101392,6.69,16.9,43.8,112.8,Clay,Medium,171.23,High
CASE_101393,5.13,38.4,29.9,93.4,Silty,Medium,15.08,Low
CASE_101394,7.55,25.7,79.2,247.3,Clay,Medium,105.84,High
CASE_101395,6.25,23.9,75.8,232.3,Sandy,High,35.48,Low
CASE_101396,5.41,30.1,51.8,206,Sandy,Medium,38.3,Low
CASE_101397,7.91,19,56.9,390.2,Sandy,Medium,134.27,High
CASE_101398,4.86,31.2,26.7,383.7,Sandy,Medium,121.03,High
CASE_101399,7.32,30.6,53.7,343.3,Loamy,Low,158.69,High
CASE_101400,8.23,30.4,60.4,181.8,Silty,Medium,102.31,High
CASE_101401,5.47,27.8,48.5,179.4,Silty,High,5.73,Low
CASE_101402,6.31,14.7,23.6,310.2,Silty,Low,73.3,Medium
CASE_101403,5.1,30,39,91.2,Clay,Medium,153.34,High
CASE_101404,5.74,14.1,93.9,123.5,Sandy,Low,30.42,Low
CASE_101405,6.85,12.2,84.7,384.6,Loamy,High,43.82,Low
CASE_101406,4.59,32.4,51,108,Sandy,High,92.77,Medium
CASE_101407,6.16,16.3,71.7,226,Silty,Medium,132.53,High
CASE_101408,7.64,33.6,28.6,277.9,Sandy,High,27.91,Low
CASE_101409,5.07,32.5,48.6,382.7,Clay,Low,189.27,High
CASE_101410,8.11,19.5,80.3,398.2,Silty,Medium,192.63,High
CASE_101411,6.58,20.3,21.1,88.1,Clay,Medium,90.17,Medium
CASE_101412,5.18,40.6,72.9,34.1,Sandy,Medium,91.5,Medium
CASE_101413,8.32,10.1,38.6,371.1,Silty,Low,132.46,High
CASE_101414,7.56,13.2,58.5,92.6,Silty,High,145.51,High
CASE_101415,5.04,26.4,90.4,74.3,Clay,Medium,163.01,High
CASE_101416,6.72,16,43.7,169.8,Loamy,Low,198.89,High
CASE_101417,8.39,15.4,75,0.2,Loamy,Medium,59.72,Medium
CASE_101418,5.65,16.5,68.9,285,Sandy,High,183.61,High
CASE_101419,5.51,43.5,89.2,182.9,Sandy,Medium,67.27,Medium
CASE_101420,6.2,15.5,52,215,Sandy,High,93.2,Medium
CASE_101421,7.63,33.8,67.6,363.8,Loamy,High,91.6,Medium
CASE_101422,7.65,28.9,44.3,54.5,Clay,High,113.62,High
CASE_101423,8.01,30.5,70.6,321.7,Sandy,High,96.8,Medium
CASE_101424,6.55,38.1,48,155.2,Sandy,High,82.62,Medium
CASE_101425,4.86,32.7,51,162.2,Sandy,Medium,183.34,High
CASE_101426,6.87,37,82.1,68.2,Silty,High,18.08,Low
CASE_101427,8.03,27,60.7,367.6,Loamy,High,132.95,High
CASE_101428,5.6,23.8,49.1,114.7,Loamy,Low,92.39,Medium
CASE_101429,4.78,33.7,33,137.8,Loamy,High,172.91,High
CASE_101430,7.57,41,36.6,185.4,Silty,Low,57.64,Medium
CASE_101431,7.55,28,70.3,338.9,Loamy,High,175.35,High
CASE_101432,8.13,35.9,60.7,211.9,Sandy,High,83.56,Medium
CASE_101433,7.12,24.6,73.6,344.5,Silty,High,106.5,High
CASE_101434,6.13,34.1,38.7,256.1,Sandy,Low,93.05,Medium
CASE_101435,8.14,44.8,28,93.2,Loamy,Medium,86.54,Medium
CASE_101436,4.89,10.5,32.1,398.4,Silty,Low,191.87,High
CASE_101437,7.89,10.7,65.3,110.8,Loamy,High,103,High
CASE_101438,7.25,33.6,36.6,13.9,Clay,High,60.27,Medium
CASE_101439,7.74,38,54.3,242.6,Clay,High,61.39,Medium
CASE_101440,6.2,19.6,39.9,214.5,Clay,High,166.3,High
CASE_101441,4.86,35.2,36,78.8,Clay,Low,90.82,Medium
CASE_101442,6.84,23,53.7,214.9,Loamy,Low,49.42,Low
CASE_101443,8.02,25.2,50.9,14.2,Sandy,Low,35.37,Low
CASE_101444,6.74,34.7,33.3,100.9,Silty,Medium,113.06,High
CASE_101445,5.04,27.4,36.1,24,Loamy,Medium,189.7,High
CASE_101446,7.34,28.7,30.8,3.7,Loamy,Medium,33.02,Low
CASE_101447,6.92,21.8,63.9,126.3,Sandy,Low,39.36,Low
CASE_101448,5.25,25,69.4,105.5,Silty,High,48.48,Low
CASE_101449,6.92,43.7,64.2,188.5,Loamy,High,106.19,High
CASE_101450,7.81,21.3,37.8,105.1,Loamy,Low,185.94,High
CASE_101451,6.51,12.4,74.3,322.4,Loamy,Low,150.09,High
CASE_101452,6.21,41.1,83.4,210.2,Sandy,High,134.5,High
CASE_101453,6.48,21,76.5,88,Sandy,High,177.25,High
CASE_101454,7.4,24.1,36.1,142.4,Loamy,Low,173.82,High
CASE_101455,7.47,18.8,54.1,154.3,Clay,Low,39.34,Low
CASE_101456,4.82,13.1,64.3,239.7,Clay,Low,81.26,Medium
CASE_101457,4.72,28.1,57.9,59.8,Sandy,Medium,89.21,Medium
CASE_101458,4.9,31.3,34.7,100.6,Sandy,High,29.1,Low
CASE_101459,7.92,18.1,44.6,84,Sandy,Medium,191.78,High
CASE_101460,7.19,28.3,87.4,65.8,Clay,High,8.82,Low
CASE_101461,5.01,23.9,32.8,101.9,Silty,Medium,159.43,High
CASE_101462,6.15,43.2,29.5,389.5,Clay,Medium,113.47,High
CASE_101463,5.86,15,84.3,123.5,Clay,High,155.71,High
CASE_101464,6.39,27.4,74.9,35.1,Silty,Medium,115.46,High
CASE_101465,4.73,14.9,73.7,174.9,Clay,Medium,179.68,High
CASE_101466,6.53,14.4,55.7,305.4,Sandy,High,31.71,Low
CASE_101467,8.47,34,83.1,165.9,Silty,Medium,98.75,Medium
CASE_101468,4.99,17.1,50.1,338.3,Loamy,Medium,12.9,Low
CASE_101469,7.34,30.5,46.8,230.8,Sandy,High,132.65,High
CASE_101470,8.47,14.5,25.4,351.4,Silty,High,21.36,Low
CASE_101471,5.82,23.7,39.7,137.2,Sandy,Medium,131.81,High
CASE_101472,6.55,43,23.1,201.2,Sandy,High,145.48,High
CASE_101473,4.7,30.1,84,96.8,Sandy,High,184.44,High
CASE_101474,7.43,42.7,69.3,175.6,Clay,Medium,8.71,Low
CASE_101475,6.38,11,71.7,192.7,Silty,Medium,184.42,High
CASE_101476,4.76,30.1,66.7,202.3,Sandy,Low,46.78,Low
CASE_101477,6.96,10.4,72.1,167.2,Loamy,Medium,172.9,High
CASE_101478,5.9,42.1,30,268.6,Clay,High,131.57,High
CASE_101479,4.95,13.3,45,149.4,Loamy,Low,185.31,High
CASE_101480,6.27,11.2,44,324.2,Silty,Low,119.1,High
CASE_101481,7.29,20.9,27.5,109,Sandy,High,146.35,High
CASE_101482,6.48,10.3,30.5,128.8,Silty,Low,196.19,High
CASE_101483,8.27,22.8,88.4,312.2,Sandy,High,19.64,Low
CASE_101484,7.01,32.3,67.2,221.5,Silty,High,123.31,High
CASE_101485,7.61,40.5,36.2,33.5,Silty,Medium,147.8,High
CASE_101486,7.82,25.5,62.8,210.8,Silty,High,105.25,High
CASE_101487,7.81,15.5,64.6,237.4,Loamy,High,124.97,High
CASE_101488,8.42,23.8,37.1,68.5,Sandy,Medium,29.08,Low
CASE_101489,7.07,13.1,87,155.7,Clay,Low,123.84,High
CASE_101490,6.06,40.2,89.7,121.4,Sandy,High,95.16,Medium
CASE_101491,8.22,18.6,63.3,109.8,Loamy,Medium,157.4,High
CASE_101492,6.76,21.9,44.2,258,Sandy,Medium,6.04,Low
CASE_101493,7.91,19.3,59,180.2,Loamy,Low,123.79,High
CASE_101494,7.15,30.7,75.2,228.5,Loamy,Medium,113.58,High
CASE_101495,6.89,19.6,26,171.8,Sandy,Medium,27.71,Low
CASE_101496,7.38,32.5,45,301.9,Loamy,High,69.11,Medium
CASE_101497,6.71,10.4,72.2,150.4,Loamy,Medium,129.3,High
CASE_101498,6.85,18.8,35.3,136.2,Sandy,Medium,164.51,High
CASE_101499,6.56,15.8,93.3,43.2,Loamy,Low,62.73,Medium
CASE_101500,6.6,35.4,52.7,252,Clay,Medium,183.15,High
CASE_101501,6.81,27.4,63.5,114.7,Silty,High,63.73,Medium
CASE_101502,4.71,18.9,25.6,41.5,Clay,Low,21.36,Low
CASE_101503,7.14,19.5,85.4,194,Loamy,High,12.58,Low
CASE_101504,6.03,29.8,28.6,398.8,Sandy,High,105.94,High
CASE_101505,7.34,22.7,82.5,181.7,Clay,Low,72.9,Medium
CASE_101506,7.88,35.8,35.9,58.1,Sandy,Medium,25.95,Low
CASE_101507,5.53,26,22.3,158.9,Clay,High,195.33,High
CASE_101508,6.57,38.7,61,16.3,Loamy,High,190.86,High
CASE_101509,8.3,40.1,37.1,88,Clay,Medium,117.23,High
CASE_101510,7.91,37.1,49.5,201.8,Silty,Medium,184.89,High
CASE_101511,6.52,11.1,29.9,354.6,Loamy,High,54.41,Medium
CASE_101512,6.57,22.9,75.6,313.7,Sandy,High,87.46,Medium
CASE_101513,5.32,21.8,55.2,132.3,Silty,Medium,145.91,High
CASE_101514,5.05,24,93.5,90.4,Clay,Low,69.22,Medium
CASE_101515,4.78,27.1,72.7,205.3,Sandy,High,89.43,Medium
CASE_101516,4.84,42.8,48.4,230.6,Clay,Medium,61.34,Medium
CASE_101517,7.36,14.7,41.8,57.9,Loamy,High,68.24,Medium
CASE_101518,7.37,43,59.6,216,Loamy,Medium,48.42,Low
CASE_101519,6.4,31.1,93.9,375.1,Clay,High,68.55,Medium
